model,task,cfg,n,mean,ci_low,ci_high,elapsed_median,tool_calls_median,submitted_rate
qwen3-14b,change,C6,50,0.14991,0.10527874999999999,0.20094174999999992,136.7,1.0,1.0
qwen3-14b,change,C7,50,0.23368000000000003,0.17791085000000004,0.2914532,133.66,2.0,1.0
qwen3-14b,landcover,C0,50,0.590452,0.5585611000000001,0.62433405,252.18,2.0,1.0
qwen3-14b,landcover,C1,50,0.594526,0.5612303000000001,0.6303538999999999,178.015,3.0,1.0
qwen3-14b,landcover,C2,50,0.59463,0.5563677499999999,0.6309357,189.37,4.0,1.0
qwen3-14b,landcover,C3,50,0.61879,0.5830935,0.6536544999999999,220.23,2.0,1.0
qwen3-14b,landcover,C4,50,0.6015039999999999,0.55540365,0.6392134500000001,212.86,3.5,1.0
qwen3-14b,landcover,C5,50,0.650868,0.6118562000000001,0.6908950499999997,162.76,3.0,1.0
qwen3-14b,landcover,C6,50,0.6885840000000001,0.6482248,0.72727085,183.92000000000002,2.0,1.0
qwen3-14b,landcover,C7,50,0.712004,0.6734204500000001,0.750559,129.575,3.0,1.0
qwen3-14b,query,C0,50,0.101026,0.06679389999999999,0.14551345,208.56,2.0,1.0
qwen3-14b,query,C1,50,0.09378800000000002,0.0673476,0.12152674999999995,184.88,3.0,1.0
qwen3-14b,query,C2,50,0.094676,0.06422205,0.12583964999999997,153.33999999999997,3.0,1.0
qwen3-14b,query,C3,50,0.09676000000000001,0.0581035,0.14394094999999993,214.81,2.0,1.0
qwen3-14b,query,C4,50,0.07747,0.05410585000000001,0.10297909999999998,184.465,3.0,1.0
qwen3-14b,query,C5,50,0.065384,0.0463028,0.08601999999999999,181.875,3.0,1.0
qwen3-14b,query,C6,50,0.10220000000000001,0.0670474,0.14717075,172.555,2.0,1.0
qwen3-14b,query,C7,50,0.08493,0.050007650000000015,0.13044984999999998,175.44,3.0,1.0
qwen3-14b,water,C0,50,0.28203,0.19837555000000004,0.3701171,147.825,1.5,1.0
qwen3-14b,water,C1,50,0.238106,0.15186235000000003,0.33013004999999995,155.97,3.0,1.0
qwen3-14b,water,C2,50,0.205062,0.13450574999999998,0.28254824999999995,140.79500000000002,3.0,1.0
qwen3-14b,water,C3,50,0.34042199999999995,0.25149980000000005,0.4407920999999999,169.13,2.0,1.0
qwen3-14b,water,C4,50,0.25293200000000005,0.16574440000000004,0.34756794999999996,127.44999999999999,3.0,1.0
qwen3-14b,water,C5,50,0.37917,0.2857851,0.47360899999999995,174.70499999999998,2.5,1.0
qwen3-14b,water,C6,50,0.30195,0.21178370000000002,0.3985961499999999,158.715,2.0,1.0
qwen3-14b,water,C7,50,0.33011,0.23598295000000002,0.42896934999999997,138.885,2.0,1.0
qwen3-8b,burn,C0,50,0.0388,0.0023912500000000014,0.08638909999999998,264.525,28.5,1.0
qwen3-8b,burn,C1,59,0.16564067796610168,0.10078792372881355,0.24148283898305078,79.58,12.0,0.9661016949152542
qwen3-8b,burn,C2,59,0.19757966101694915,0.12686728813559325,0.2757913135593219,64.49,9.0,0.9830508474576272
qwen3-8b,burn,C3,50,0.30095999999999995,0.23166119999999996,0.37086679999999994,13.46,2.0,1.0
qwen3-8b,burn,C4,53,0.1297867924528302,0.07050919811320754,0.19285783018867916,49.07,14.0,0.9811320754716981
qwen3-8b,burn,C5,50,0.30095999999999995,0.23311400000000007,0.3750557499999999,14.344999999999999,2.0,1.0
qwen3-8b,burn,C6,50,0.30095999999999995,0.22853199999999999,0.3756753999999999,13.99,2.0,1.0
qwen3-8b,burn,C7,50,0.30095999999999995,0.23268640000000002,0.37449725,17.19,3.0,1.0
qwen3-8b,change,C0,55,0.06900181818181818,0.0412959090909091,0.10138586363636364,20.18,3.0,1.0
qwen3-8b,change,C1,50,0.07349599999999999,0.0578165,0.08987224999999999,23.130000000000003,7.0,0.98
qwen3-8b,change,C2,50,0.058896,0.03629960000000001,0.08277969999999998,63.385000000000005,30.0,0.96
qwen3-8b,change,C3,50,0.30234,0.23931690000000005,0.3646859,13.455,2.0,1.0
qwen3-8b,change,C4,50,0.08909600000000001,0.06556430000000002,0.11352285,73.685,13.0,0.18
qwen3-8b,change,C5,50,0.30234,0.23831529999999998,0.36440864999999995,11.760000000000002,2.0,1.0
qwen3-8b,change,C6,50,0.30234,0.24162045,0.3645275999999999,13.48,2.0,1.0
qwen3-8b,change,C7,50,0.30234,0.24096389999999998,0.3675151499999999,10.754999999999999,3.0,1.0
qwen3-8b,landcover,C0,50,0.565772,0.5378667500000001,0.59447805,18.134999999999998,1.0,1.0
qwen3-8b,landcover,C1,51,0.5265725490196078,0.47183161764705883,0.575444068627451,68.16,8.0,0.9607843137254902
qwen3-8b,landcover,C2,50,0.210108,0.12510630000000003,0.30328314999999995,117.645,30.0,0.94
qwen3-8b,landcover,C3,50,0.71738,0.67786225,0.7537697999999998,18.07,3.0,1.0
qwen3-8b,landcover,C4,55,0.33601272727272724,0.2590348181818182,0.413618409090909,629.39,15.0,0.9454545454545454
qwen3-8b,landcover,C5,50,0.7124720000000001,0.6763366000000001,0.7486934999999999,17.375,3.0,1.0
qwen3-8b,landcover,C6,50,0.7161700000000001,0.6811948,0.7535240500000002,10.844999999999999,2.0,1.0
qwen3-8b,landcover,C7,50,0.7161700000000001,0.67719095,0.7523947999999999,22.41,4.5,1.0
qwen3-8b,query,C0,57,0.016661403508771933,0.0059254385964912296,0.030613289473684187,43.14,2.0,1.0
qwen3-8b,query,C1,53,0.06024339622641509,0.03771330188679246,0.08418169811320754,201.43,30.0,0.9433962264150944
qwen3-8b,query,C2,50,0.041457999999999995,0.02155025000000001,0.06261384999999998,80.045,30.0,0.9
qwen3-8b,query,C3,56,0.17721785714285712,0.1170307142857143,0.24592343749999995,19.455,3.0,0.9642857142857143
qwen3-8b,query,C4,52,0.0682096153846154,0.03928245192307692,0.09974201923076917,102.43,19.0,0.9615384615384616
qwen3-8b,query,C5,50,0.161112,0.10318870000000001,0.22945534999999997,22.935000000000002,4.0,0.88
qwen3-8b,query,C6,55,0.15531818181818183,0.09542854545454546,0.21766304545454537,37.79,7.0,0.9818181818181818
qwen3-8b,query,C7,50,0.175454,0.11587130000000001,0.24517319999999998,18.515,3.5,1.0
qwen3-8b,water,C0,50,0.20464200000000002,0.11703115000000003,0.2956203,13.305,1.0,1.0
qwen3-8b,water,C1,59,0.032374576271186443,0.023834237288135593,0.041967796610169486,15.49,4.0,0.9661016949152542
qwen3-8b,water,C2,50,0.08877800000000001,0.03966925,0.14703499999999997,73.75,30.0,0.98
qwen3-8b,water,C3,50,0.6466299999999999,0.56399025,0.7266546499999998,8.120000000000001,2.0,1.0
qwen3-8b,water,C4,50,0.07958199999999999,0.04412310000000001,0.1249890499999999,17.09,5.0,0.98
qwen3-8b,water,C5,50,0.6466299999999999,0.56463625,0.7249394,10.274999999999999,2.0,1.0
qwen3-8b,water,C6,50,0.6466299999999999,0.55853355,0.7285631000000001,10.655000000000001,2.0,1.0
qwen3-8b,water,C7,50,0.6466299999999999,0.56314145,0.7281742999999999,10.605,2.0,1.0
qwen3.6-27b,burn,C0,50,0.300004,0.2286522,0.37494415000000003,310.62,12.0,1.0
qwen3.6-27b,burn,C1,50,0.306654,0.23735170000000003,0.3748066,350.21000000000004,13.5,1.0
qwen3.6-27b,burn,C2,50,0.342926,0.2626625,0.42715999999999993,398.03,15.0,1.0
qwen3.6-27b,burn,C3,50,0.32574200000000003,0.25278755,0.40284200000000003,135.61,6.0,1.0
qwen3.6-27b,burn,C4,50,0.31521599999999994,0.2441011,0.38498894999999994,290.83000000000004,14.0,1.0
qwen3.6-27b,burn,C5,50,0.31154,0.24083555,0.38191309999999995,143.40500000000003,6.0,1.0
qwen3.6-27b,burn,C6,50,0.31358600000000003,0.23759619999999998,0.38883295,153.815,6.0,1.0
qwen3.6-27b,burn,C7,50,0.3202440000000001,0.24620895000000004,0.3963667,115.27000000000001,6.0,1.0
qwen3.6-27b,change,C0,50,0.27731400000000006,0.21551745,0.3389564,276.545,9.0,1.0
qwen3.6-27b,change,C1,50,0.26828,0.20668974999999995,0.32873245,252.185,11.0,1.0
qwen3.6-27b,change,C2,50,0.22988799999999998,0.171953,0.29372380000000003,282.86,11.0,1.0
qwen3.6-27b,change,C3,50,0.30468,0.24027140000000002,0.36757490000000004,123.96,6.0,1.0
qwen3.6-27b,change,C4,50,0.259376,0.19747095000000003,0.32483255,268.5,12.0,1.0
qwen3.6-27b,change,C5,50,0.304158,0.24260050000000002,0.36898905,124.09,6.0,0.98
qwen3.6-27b,change,C6,50,0.310854,0.2508999,0.37404439999999994,116.695,6.5,1.0
qwen3.6-27b,change,C7,50,0.31013199999999996,0.24714990000000003,0.37252099999999994,128.185,6.0,1.0
qwen3.6-27b,landcover,C0,50,0.685978,0.64775085,0.7221386,379.58000000000004,11.5,0.98
qwen3.6-27b,landcover,C1,50,0.720604,0.6809047000000001,0.7597418500000002,333.68,15.0,1.0
qwen3.6-27b,landcover,C2,50,0.706336,0.66553785,0.74713425,372.58,14.5,1.0
qwen3.6-27b,landcover,C3,50,0.7196380000000001,0.6785397999999999,0.7597140500000003,178.575,8.0,1.0
qwen3.6-27b,landcover,C4,50,0.7162580000000002,0.67961855,0.7520317,379.46000000000004,17.5,1.0
qwen3.6-27b,landcover,C5,50,0.7161839999999999,0.67537275,0.75760685,187.04500000000002,8.5,1.0
qwen3.6-27b,landcover,C6,50,0.7178259999999999,0.6785366500000001,0.7567932000000002,169.74,8.0,1.0
qwen3.6-27b,landcover,C7,50,0.724328,0.6856705,0.7601406499999999,184.98499999999999,9.0,1.0
qwen3.6-27b,query,C0,50,0.21209399999999998,0.1508969,0.27672459999999993,365.38,16.0,1.0
qwen3.6-27b,query,C1,50,0.213518,0.1568101,0.27781265,342.58,17.0,0.98
qwen3.6-27b,query,C2,50,0.20753200000000002,0.14781145,0.2742219,416.015,23.5,1.0
qwen3.6-27b,query,C3,50,0.215182,0.15174840000000006,0.28459764999999987,147.31,9.5,1.0
qwen3.6-27b,query,C4,50,0.22251200000000002,0.15800545000000002,0.28953045,329.90999999999997,19.0,1.0
qwen3.6-27b,query,C5,50,0.21186800000000003,0.15136505000000003,0.2770029499999999,177.65499999999997,13.0,1.0
qwen3.6-27b,query,C6,50,0.216282,0.15308715,0.28817469999999995,187.61,11.0,1.0
qwen3.6-27b,query,C7,50,0.22234,0.15777390000000002,0.2934030999999999,190.935,13.0,1.0
qwen3.6-27b,water,C0,50,0.626618,0.5262792000000001,0.7284443500000001,214.195,9.0,1.0
qwen3.6-27b,water,C1,50,0.643536,0.54117255,0.73875475,223.805,11.0,1.0
qwen3.6-27b,water,C2,50,0.6378579999999999,0.5320351499999999,0.7403345000000001,197.95,11.0,1.0
qwen3.6-27b,water,C3,50,0.6431960000000001,0.5365203500000002,0.7457821499999999,155.04500000000002,6.0,1.0
qwen3.6-27b,water,C4,50,0.6801140000000002,0.58171075,0.7684674,215.53500000000003,11.5,1.0
qwen3.6-27b,water,C5,50,0.6308980000000001,0.5272214000000001,0.72639845,132.815,7.0,1.0
qwen3.6-27b,water,C6,50,0.637528,0.5286524,0.73611625,125.305,6.0,1.0
qwen3.6-27b,water,C7,50,0.6494380000000001,0.54624005,0.7462025999999998,154.825,7.0,1.0
qwen3.6-35b-a3b,burn,C0,50,0.322436,0.24391664999999998,0.39880675,177.355,16.0,1.0
qwen3.6-35b-a3b,burn,C1,50,0.29493400000000003,0.22216470000000005,0.3694238999999999,148.335,18.0,1.0
qwen3.6-35b-a3b,burn,C2,50,0.307372,0.23515735,0.39033365000000003,162.875,17.0,1.0
qwen3.6-35b-a3b,burn,C3,50,0.326278,0.25022505000000006,0.40305535,90.015,10.5,1.0
qwen3.6-35b-a3b,burn,C4,49,0.29106938775510205,0.21619739795918372,0.3697598979591837,157.16,18.0,0.9795918367346939
qwen3.6-35b-a3b,burn,C5,50,0.326432,0.2495115,0.4085707,105.985,13.5,1.0
qwen3.6-35b-a3b,burn,C6,50,0.33813599999999994,0.25432455,0.42578105000000005,90.46,12.0,1.0
qwen3.6-35b-a3b,burn,C7,50,0.292902,0.21729595000000002,0.36685579999999984,106.185,13.5,1.0
qwen3.6-35b-a3b,change,C0,49,0.2404122448979592,0.18158540816326532,0.30239061224489794,126.16,12.0,1.0
qwen3.6-35b-a3b,change,C1,50,0.241996,0.18136,0.3079038,103.425,16.0,1.0
qwen3.6-35b-a3b,change,C2,50,0.232954,0.17389755,0.29342579999999996,138.03,16.0,1.0
qwen3.6-35b-a3b,change,C3,50,0.31885199999999997,0.2503065,0.3833454,85.86,11.0,1.0
qwen3.6-35b-a3b,change,C4,50,0.24099199999999998,0.17963740000000003,0.30186145,149.255,17.5,1.0
qwen3.6-35b-a3b,change,C5,50,0.31142200000000003,0.24749935,0.37642285,100.64,14.0,1.0
qwen3.6-35b-a3b,change,C6,50,0.315286,0.25445530000000005,0.37747415,85.6,11.5,1.0
qwen3.6-35b-a3b,change,C7,43,0.29658837209302324,0.23017982558139535,0.3636332558139535,92.94,13.0,0.9534883720930233
qwen3.6-35b-a3b,landcover,C0,50,0.703568,0.6622177500000002,0.7412406500000001,234.47,19.0,1.0
qwen3.6-35b-a3b,landcover,C1,49,0.6958000000000002,0.6538966326530612,0.7362007653061224,199.51,23.0,1.0
qwen3.6-35b-a3b,landcover,C2,49,0.7118142857142857,0.6729066836734694,0.7524366836734693,230.04,22.0,0.9795918367346939
qwen3.6-35b-a3b,landcover,C3,50,0.7112979999999999,0.6717899,0.74921015,54.155,8.5,1.0
